VIDEO,ANIMAL,BODY-PART,ROI,CLEANED_VISIT_COUNT,STRICT_ENTRY_COUNT_OUTSIDE_GAP,FIRST_ROI_ENTRY_TIME_S,TOTAL_ROI_TIME_S,MEAN_VISIT_DURATION_S,MEDIAN_VISIT_DURATION_S,MAX_VISIT_DURATION_S,MERGE_GAP_S_USED,MIN_DURATION_S_USED,NEW_ENTRY_GAP_S_USED,RAW_SIMBA_EVENT_COUNT,EVENTS_REMOVED_OR_MERGED
C1-CCI_8B4-5,Animal_1,Nose,Top_half,7,6,9.88,4.319999999999984,0.6171428571428549,0.519999999999996,1.3199999999999985,0.3,0.2,1.0,30,23
C1-CCI_8C3-0,Animal_1,Nose,Chamber1,3,3,0.0,2.3200000000000047,0.7733333333333349,0.4000000000000057,1.7199999999999989,0.3,0.2,1.0,12,9
C1-CCI_8C3-0,Animal_1,Nose,Chamber2,26,13,1.08,17.80000000000002,0.6846153846153853,0.5199999999999996,1.56,0.3,0.2,1.0,113,87
C1-CCI_8C3-0,Animal_1,Nose,Chamber3,21,12,8.76,23.439999999999998,1.1161904761904762,0.7599999999999909,3.8000000000000007,0.3,0.2,1.0,136,115
C1-CCI_8C3-0,Animal_1,Nose,Top_half,2,2,47.52,0.5999999999999872,0.2999999999999936,0.2999999999999936,0.3199999999999932,0.3,0.2,1.0,4,2
C1-CCI_8C3-5,Animal_1,Nose,Chamber1,5,4,97.48,1.7999999999999972,0.35999999999999943,0.3200000000000074,0.519999999999996,0.3,0.2,1.0,20,15
C1-CCI_8C3-5,Animal_1,Nose,Chamber2,6,4,1.72,3.000000000000014,0.5000000000000023,0.4600000000000003,0.8000000000000114,0.3,0.2,1.0,31,25
C1-CCI_8C3-5,Animal_1,Nose,Chamber3,26,14,11.92,19.840000000000003,0.7630769230769232,0.5600000000000014,2.6400000000000006,0.3,0.2,1.0,123,97
C1-CCI_8C3-5,Animal_1,Nose,Top_half,2,2,16.88,0.840000000000007,0.4200000000000035,0.4200000000000035,0.5199999999999996,0.3,0.2,1.0,3,1
C1-CCI_8D1-0,Animal_1,Nose,Chamber1,11,6,67.36,15.880000000000024,1.4436363636363658,1.0799999999999983,2.8000000000000114,0.3,0.2,1.0,72,61
C1-CCI_8D1-0,Animal_1,Nose,Chamber2,22,13,0.0,25.999999999999996,1.1818181818181817,0.9600000000000009,3.239999999999995,0.3,0.2,1.0,116,94
C1-CCI_8D1-0,Animal_1,Nose,Chamber3,6,6,2.48,9.399999999999997,1.5666666666666662,1.6599999999999993,2.5599999999999987,0.3,0.2,1.0,47,41
C1-CCI_8D1-0,Animal_1,Nose,Top_half,1,1,110.68,0.23999999999999488,0.23999999999999488,0.23999999999999488,0.23999999999999488,0.3,0.2,1.0,3,2
C1-CCI_8D1-5,Animal_1,Nose,Chamber1,19,12,3.0,16.320000000000007,0.858947368421053,0.6000000000000001,2.4799999999999898,0.3,0.2,1.0,62,43
C1-CCI_8D1-5,Animal_1,Nose,Chamber2,17,14,0.52,12.880000000000015,0.7576470588235303,0.5600000000000023,1.8800000000000026,0.3,0.2,1.0,95,78
C1-CCI_8D1-5,Animal_1,Nose,Chamber3,11,6,25.64,4.840000000000018,0.4400000000000016,0.4399999999999977,0.6400000000000006,0.3,0.2,1.0,36,25
C1-CCI_8D1-5,Animal_1,Nose,Top_half,2,2,66.68,0.5999999999999943,0.29999999999999716,0.29999999999999716,0.3199999999999932,0.3,0.2,1.0,6,4
C1-N_8A1-0,Animal_1,Nose,Chamber1,10,9,0.16,8.79999999999998,0.8799999999999979,0.4599999999999973,2.6399999999999997,0.3,0.2,1.0,49,39
C1-N_8A1-0,Animal_1,Nose,Chamber2,28,21,10.24,20.520000000000007,0.7328571428571431,0.4599999999999991,2.719999999999999,0.3,0.2,1.0,139,111
C1-N_8A1-0,Animal_1,Nose,Chamber3,14,7,14.92,12.039999999999996,0.8599999999999997,0.7000000000000028,2.039999999999999,0.3,0.2,1.0,79,65
C1-N_8A1-0,Animal_1,Nose,Top_half,1,1,107.16,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.4000000000000057,0.3,0.2,1.0,6,5
C1-N_8A1-5,Animal_1,Nose,Chamber1,7,6,21.2,4.000000000000021,0.5714285714285745,0.6000000000000014,0.9600000000000009,0.3,0.2,1.0,36,29
C1-N_8A1-5,Animal_1,Nose,Chamber2,21,11,2.6,20.039999999999992,0.954285714285714,0.5600000000000005,4.320000000000007,0.3,0.2,1.0,114,93
C1-N_8A1-5,Animal_1,Nose,Chamber3,20,14,9.36,14.600000000000005,0.7300000000000002,0.5599999999999978,2.4000000000000057,0.3,0.2,1.0,82,62
C1-N_8A1-5,Animal_1,Nose,Top_half,5,5,44.56,3.440000000000012,0.6880000000000024,0.6799999999999997,0.9600000000000009,0.3,0.2,1.0,28,23
C1-N_8B2-0,Animal_1,Nose,Chamber1,8,6,0.2,5.72000000000003,0.7150000000000037,0.600000000000005,1.28,0.3,0.2,1.0,35,27
C1-N_8B2-0,Animal_1,Nose,Chamber2,37,19,2.84,31.44000000000002,0.8497297297297303,0.6799999999999997,2.719999999999999,0.3,0.2,1.0,195,158
C1-N_8B2-0,Animal_1,Nose,Chamber3,10,7,15.48,8.600000000000026,0.8600000000000027,0.6999999999999993,2.0400000000000027,0.3,0.2,1.0,54,44
C1-N_8B2-0,Animal_1,Nose,Top_half,1,1,76.2,0.4399999999999977,0.4399999999999977,0.4399999999999977,0.4399999999999977,0.3,0.2,1.0,6,5
C1-N_8B2-5,Animal_1,Nose,Chamber1,8,6,21.28,15.199999999999989,1.8999999999999986,1.2199999999999918,6.039999999999999,0.3,0.2,1.0,56,48
C1-N_8B2-5,Animal_1,Nose,Chamber2,16,9,0.0,33.07999999999998,2.0674999999999986,1.8199999999999985,5.640000000000001,0.3,0.2,1.0,111,95
C1-N_8B2-5,Animal_1,Nose,Chamber3,13,7,4.08,29.999999999999993,2.307692307692307,1.7999999999999972,8.200000000000003,0.3,0.2,1.0,92,79
C1-N_8B2-5,Animal_1,Nose,Top_half,9,8,9.68,6.639999999999988,0.7377777777777764,0.7199999999999989,1.2399999999999949,0.3,0.2,1.0,30,21
C1-N_8C2-0,Animal_1,Nose,Chamber1,15,13,0.0,12.959999999999988,0.8639999999999992,0.6000000000000085,2.5999999999999943,0.3,0.2,1.0,68,53
C1-N_8C2-0,Animal_1,Nose,Chamber2,32,18,4.36,21.76000000000002,0.6800000000000006,0.4399999999999977,2.160000000000011,0.3,0.2,1.0,147,115
C1-N_8C2-0,Animal_1,Nose,Chamber3,11,8,20.36,6.6000000000000085,0.6000000000000008,0.4399999999999977,1.6400000000000006,0.3,0.2,1.0,61,50
C1-N_8C2-0,Animal_1,Nose,Top_half,1,1,111.76,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.7999999999999972,0.3,0.2,1.0,5,4
C1-N_8C2-5,Animal_1,Nose,Chamber1,18,13,25.36,15.400000000000002,0.8555555555555556,0.6999999999999993,2.4000000000000057,0.3,0.2,1.0,95,77
C1-N_8C2-5,Animal_1,Nose,Chamber2,12,6,1.88,7.320000000000011,0.6100000000000009,0.5,1.6,0.3,0.2,1.0,59,47
C1-N_8C2-5,Animal_1,Nose,Chamber3,10,7,14.04,9.480000000000006,0.9480000000000006,0.7200000000000024,1.8400000000000016,0.3,0.2,1.0,64,54
C1-N_8C2-5,Animal_1,Nose,Top_half,4,4,18.28,1.9600000000000115,0.4900000000000029,0.5199999999999978,0.6000000000000085,0.3,0.2,1.0,12,8
C1-N_8C4-0,Animal_1,Nose,Chamber1,1,1,8.12,0.8400000000000016,0.8400000000000016,0.8400000000000016,0.8400000000000016,0.3,0.2,1.0,4,3
C1-N_8C4-0,Animal_1,Nose,Chamber2,34,18,0.04,23.91999999999997,0.703529411764705,0.400000000000003,2.680000000000007,0.3,0.2,1.0,166,132
C1-N_8C4-0,Animal_1,Nose,Chamber3,12,11,1.36,9.360000000000007,0.7800000000000006,0.5800000000000042,2.5600000000000023,0.3,0.2,1.0,70,58
C1-N_8C4-0,Animal_1,Nose,Top_half,6,6,23.92,3.2800000000000082,0.5466666666666681,0.399999999999995,1.1200000000000045,0.3,0.2,1.0,28,22
C1-N_8C4-5,Animal_1,Nose,Chamber1,9,6,1.64,6.040000000000015,0.6711111111111128,0.4799999999999969,1.9200000000000017,0.3,0.2,1.0,42,33
C1-N_8C4-5,Animal_1,Nose,Chamber2,15,10,3.28,11.200000000000003,0.7466666666666668,0.6400000000000006,1.96,0.3,0.2,1.0,70,55
C1-N_8C4-5,Animal_1,Nose,Chamber3,20,14,17.88,13.96000000000003,0.6980000000000015,0.5400000000000063,1.9200000000000017,0.3,0.2,1.0,86,66
C1-N_8C4-5,Animal_1,Nose,Top_half,8,8,23.04,4.52000000000001,0.5650000000000013,0.6199999999999992,0.8399999999999999,0.3,0.2,1.0,29,21
C1-N_8D2-0,Animal_1,Nose,Chamber1,13,6,16.16,13.440000000000012,1.0338461538461547,0.9199999999999875,2.4399999999999977,0.3,0.2,1.0,59,46
C1-N_8D2-0,Animal_1,Nose,Chamber2,26,16,0.32,42.96000000000001,1.6523076923076927,1.540000000000001,4.880000000000003,0.3,0.2,1.0,157,131
C1-N_8D2-0,Animal_1,Nose,Chamber3,10,7,3.64,17.839999999999993,1.7839999999999994,1.1400000000000006,5.199999999999999,0.3,0.2,1.0,62,52
C1-N_8D2-0,Animal_1,Nose,Top_half,5,5,23.88,3.0000000000000036,0.6000000000000008,0.4399999999999977,1.2000000000000028,0.3,0.2,1.0,12,7
C1-N_8D2-5,Animal_1,Nose,Chamber1,6,6,0.12,5.600000000000005,0.9333333333333341,0.620000000000001,2.6799999999999997,0.3,0.2,1.0,30,24
C1-N_8D2-5,Animal_1,Nose,Chamber2,12,6,6.64,29.599999999999984,2.4666666666666655,1.0999999999999996,13.319999999999999,0.3,0.2,1.0,92,80
C1-N_8D2-5,Animal_1,Nose,Chamber3,23,10,22.0,41.15999999999997,1.789565217391303,1.519999999999996,5.959999999999994,0.3,0.2,1.0,131,108
C1-N_8D2-5,Animal_1,Nose,Top_half,4,4,33.56,2.6799999999999855,0.6699999999999964,0.6799999999999962,1.0,0.3,0.2,1.0,12,8
C1-N_8E5-0,Animal_1,Nose,Chamber1,7,5,20.88,5.360000000000003,0.7657142857142861,0.480000000000004,1.8000000000000007,0.3,0.2,1.0,29,22
C1-N_8E5-0,Animal_1,Nose,Chamber2,35,20,2.92,26.48000000000003,0.7565714285714294,0.5199999999999996,3.1199999999999903,0.3,0.2,1.0,170,135
C1-N_8E5-0,Animal_1,Nose,Chamber3,11,10,7.84,10.800000000000006,0.9818181818181824,0.7999999999999972,3.0,0.3,0.2,1.0,70,59
C1-N_8E5-0,Animal_1,Nose,Top_half,2,2,50.44,0.9200000000000017,0.46000000000000085,0.46000000000000085,0.5600000000000023,0.3,0.2,1.0,10,8
C1-N_8E5-5,Animal_1,Nose,Chamber1,13,10,0.2,12.039999999999992,0.9261538461538456,0.6000000000000014,2.6799999999999997,0.3,0.2,1.0,69,56
C1-N_8E5-5,Animal_1,Nose,Chamber2,25,17,21.08,25.359999999999992,1.0143999999999997,0.6400000000000006,3.160000000000011,0.3,0.2,1.0,148,123
C1-N_8E5-5,Animal_1,Nose,Chamber3,5,4,32.12,4.200000000000003,0.8400000000000005,0.6799999999999997,1.3999999999999986,0.3,0.2,1.0,28,23
C1-N_8E5-5,Animal_1,Nose,Top_half,2,2,57.24,0.9600000000000009,0.4800000000000004,0.4800000000000004,0.6799999999999997,0.3,0.2,1.0,3,1
M-CCI_7B4-0,Animal_1,Nose,Chamber1,11,5,10.12,5.000000000000041,0.45454545454545825,0.480000000000004,0.8400000000000034,0.3,0.2,1.0,43,32
M-CCI_7B4-0,Animal_1,Nose,Chamber2,37,26,2.8,27.99999999999997,0.756756756756756,0.6000000000000014,2.4000000000000057,0.3,0.2,1.0,213,176
M-CCI_7B4-0,Animal_1,Nose,Chamber3,4,3,20.28,3.1600000000000072,0.7900000000000018,0.6400000000000006,1.4800000000000004,0.3,0.2,1.0,22,18
M-CCI_7B4-0,Animal_1,Nose,Top_half,3,3,29.88,1.3200000000000038,0.4400000000000013,0.5199999999999996,0.5200000000000031,0.3,0.2,1.0,15,12
M-CCI_7B4-5,Animal_1,Nose,Chamber1,10,9,0.36,5.68,0.568,0.5199999999999978,1.2400000000000002,0.3,0.2,1.0,42,32
M-CCI_7B4-5,Animal_1,Nose,Chamber2,16,14,3.72,10.079999999999991,0.6299999999999994,0.5800000000000054,1.1600000000000001,0.3,0.2,1.0,93,77
M-CCI_7B4-5,Animal_1,Nose,Chamber3,4,3,10.08,2.320000000000004,0.580000000000001,0.5200000000000014,1.0799999999999983,0.3,0.2,1.0,32,28
M-CCI_7B4-5,Animal_1,Nose,Top_half,2,2,1.24,0.9199999999999953,0.45999999999999763,0.45999999999999763,0.5599999999999952,0.3,0.2,1.0,9,7
M-CCI_7D2-0,Animal_1,Nose,Chamber1,16,10,0.6,22.59999999999999,1.4124999999999994,1.0599999999999987,4.239999999999995,0.3,0.2,1.0,118,102
M-CCI_7D2-0,Animal_1,Nose,Chamber2,23,17,4.68,15.520000000000007,0.6747826086956524,0.5600000000000005,2.1200000000000045,0.3,0.2,1.0,136,113
M-CCI_7D2-0,Animal_1,Nose,Chamber3,13,11,11.88,17.279999999999998,1.329230769230769,1.2800000000000011,3.0799999999999983,0.3,0.2,1.0,103,90
M-CCI_7D2-0,Animal_1,Nose,Top_half,8,8,23.32,6.040000000000013,0.7550000000000017,0.5599999999999987,2.4000000000000057,0.3,0.2,1.0,47,39
M-CCI_7D2-5,Animal_1,Nose,Chamber1,19,10,0.52,14.039999999999978,0.7389473684210515,0.6400000000000006,2.04,0.3,0.2,1.0,90,71
M-CCI_7D2-5,Animal_1,Nose,Chamber2,22,11,4.4,16.2,0.7363636363636363,0.5199999999999978,2.1199999999999974,0.3,0.2,1.0,117,95
M-CCI_7D2-5,Animal_1,Nose,Chamber3,7,5,75.36,3.799999999999997,0.5428571428571425,0.5600000000000023,1.0400000000000063,0.3,0.2,1.0,29,22
M-CCI_7D2-5,Animal_1,Nose,Top_half,8,8,34.72,4.160000000000011,0.5200000000000014,0.3200000000000074,1.4000000000000057,0.3,0.2,1.0,30,22
M-CCI_7D3-0,Animal_1,Nose,Chamber1,13,11,1.92,7.519999999999996,0.5784615384615381,0.4000000000000057,1.3599999999999994,0.3,0.2,1.0,42,29
M-CCI_7D3-0,Animal_1,Nose,Chamber2,27,23,10.48,18.799999999999976,0.6962962962962954,0.519999999999996,2.0799999999999983,0.3,0.2,1.0,157,130
M-CCI_7D3-0,Animal_1,Nose,Chamber3,10,9,20.32,6.840000000000014,0.6840000000000014,0.4800000000000004,1.6400000000000006,0.3,0.2,1.0,51,41
M-CCI_7D3-0,Animal_1,Nose,Top_half,4,4,26.0,2.319999999999986,0.5799999999999965,0.49999999999999645,1.039999999999992,0.3,0.2,1.0,23,19
M-CCI_7D3-5,Animal_1,Nose,Chamber1,12,7,0.12,9.479999999999983,0.7899999999999986,0.5599999999999998,1.9599999999999937,0.3,0.2,1.0,46,34
M-CCI_7D3-5,Animal_1,Nose,Chamber2,7,7,14.84,4.039999999999997,0.5771428571428567,0.35999999999999943,1.2800000000000011,0.3,0.2,1.0,42,35
M-CCI_7D3-5,Animal_1,Nose,Chamber3,11,9,9.48,6.039999999999983,0.5490909090909075,0.519999999999996,1.1199999999999992,0.3,0.2,1.0,60,49
M-CCI_7D3-5,Animal_1,Nose,Top_half,4,4,9.76,3.399999999999988,0.849999999999997,0.8799999999999937,1.2800000000000011,0.3,0.2,1.0,23,19
M-CCI_7H3-0,Animal_1,Nose,Chamber1,11,9,1.44,8.040000000000001,0.730909090909091,0.5200000000000031,2.2,0.3,0.2,1.0,62,51
M-CCI_7H3-0,Animal_1,Nose,Chamber2,28,20,17.64,14.680000000000035,0.5242857142857156,0.4399999999999977,1.5200000000000102,0.3,0.2,1.0,133,105
M-CCI_7H3-0,Animal_1,Nose,Chamber3,10,9,20.88,7.160000000000011,0.7160000000000011,0.5599999999999987,2.0,0.3,0.2,1.0,49,39
M-CCI_7H3-0,Animal_1,Nose,Top_half,3,3,67.2,1.5999999999999943,0.5333333333333314,0.5999999999999943,0.7199999999999989,0.3,0.2,1.0,10,7
M-CCI_7H3-5,Animal_1,Nose,Chamber1,9,8,1.56,4.919999999999997,0.5466666666666664,0.5199999999999996,1.0399999999999991,0.3,0.2,1.0,29,20
M-CCI_7H3-5,Animal_1,Nose,Chamber2,17,10,7.96,18.16,1.0682352941176472,0.8000000000000043,2.6399999999999997,0.3,0.2,1.0,121,104
M-CCI_7H3-5,Animal_1,Nose,Chamber3,11,10,25.72,9.400000000000027,0.854545454545457,0.4399999999999977,2.440000000000005,0.3,0.2,1.0,83,72
M-CCI_7H3-5,Animal_1,Nose,Top_half,2,2,83.64,1.2800000000000011,0.6400000000000006,0.6400000000000006,0.9599999999999937,0.3,0.2,1.0,16,14
M-N_7A3-0,Animal_1,Nose,Chamber1,8,7,0.12,5.839999999999992,0.729999999999999,0.37999999999999545,1.9200000000000017,0.3,0.2,1.0,47,39
M-N_7A3-0,Animal_1,Nose,Chamber2,28,21,4.0,15.360000000000007,0.5485714285714288,0.379999999999999,1.5200000000000031,0.3,0.2,1.0,131,103
M-N_7A3-0,Animal_1,Nose,Chamber3,10,7,12.8,6.8400000000000105,0.684000000000001,0.4799999999999969,2.0,0.3,0.2,1.0,54,44
M-N_7A3-0,Animal_1,Nose,Top_half,2,2,42.84,1.0799999999999912,0.5399999999999956,0.5399999999999956,0.8399999999999963,0.3,0.2,1.0,14,12
M-N_7A3-5,Animal_1,Nose,Chamber1,38,23,0.12,53.31999999999998,1.4031578947368415,1.1599999999999993,3.92,0.3,0.2,1.0,178,140
M-N_7A3-5,Animal_1,Nose,Chamber2,11,10,6.0,22.440000000000005,2.0400000000000005,1.2000000000000028,7.5600000000000005,0.3,0.2,1.0,58,47
M-N_7A3-5,Animal_1,Nose,Top_half,9,7,31.52,8.600000000000005,0.9555555555555562,0.8800000000000097,2.1199999999999903,0.3,0.2,1.0,35,26
M-N_7C1-0,Animal_1,Nose,Chamber1,19,12,0.76,12.279999999999998,0.6463157894736841,0.44000000000001194,1.8799999999999955,0.3,0.2,1.0,72,53
M-N_7C1-0,Animal_1,Nose,Chamber2,35,25,3.08,21.240000000000034,0.6068571428571439,0.480000000000004,2.6000000000000014,0.3,0.2,1.0,162,127
M-N_7C1-0,Animal_1,Nose,Chamber3,12,9,6.12,9.760000000000007,0.8133333333333339,0.480000000000004,2.8399999999999963,0.3,0.2,1.0,64,52
M-N_7C1-0,Animal_1,Nose,Top_half,10,8,0.76,5.6000000000000165,0.5600000000000016,0.480000000000004,1.0399999999999991,0.3,0.2,1.0,36,26
M-N_7C1-5,Animal_1,Nose,Chamber1,21,15,2.08,17.28,0.822857142857143,0.6799999999999997,2.3599999999999994,0.3,0.2,1.0,109,88
M-N_7C1-5,Animal_1,Nose,Chamber2,10,10,13.36,11.359999999999996,1.1359999999999997,0.759999999999998,3.120000000000001,0.3,0.2,1.0,67,57
M-N_7C1-5,Animal_1,Nose,Chamber3,15,10,17.28,9.680000000000014,0.6453333333333343,0.5600000000000023,1.4399999999999977,0.3,0.2,1.0,73,58
M-N_7C1-5,Animal_1,Nose,Top_half,7,7,6.76,4.240000000000006,0.6057142857142866,0.35999999999999943,1.960000000000008,0.3,0.2,1.0,49,42
M-N_7D4-0,Animal_1,Nose,Chamber1,13,8,2.56,11.999999999999998,0.9230769230769229,0.5999999999999943,4.079999999999998,0.3,0.2,1.0,70,57
M-N_7D4-0,Animal_1,Nose,Chamber2,18,13,9.32,10.56000000000001,0.5866666666666672,0.379999999999999,2.2799999999999994,0.3,0.2,1.0,112,94
M-N_7D4-0,Animal_1,Nose,Chamber3,18,13,14.04,9.800000000000002,0.5444444444444446,0.400000000000003,1.3599999999999994,0.3,0.2,1.0,67,49
M-N_7D4-0,Animal_1,Nose,Top_half,4,3,96.0,1.6799999999999926,0.41999999999999815,0.4399999999999977,0.519999999999996,0.3,0.2,1.0,15,11
M-N_7D4-5,Animal_1,Nose,Chamber1,11,8,0.24,5.120000000000011,0.46545454545454645,0.4399999999999977,1.3200000000000003,0.3,0.2,1.0,45,34
M-N_7D4-5,Animal_1,Nose,Chamber2,12,8,5.92,8.359999999999996,0.6966666666666663,0.5799999999999965,1.6399999999999997,0.3,0.2,1.0,68,56
M-N_7D4-5,Animal_1,Nose,Chamber3,24,16,9.36,19.079999999999973,0.7949999999999989,0.5800000000000054,2.4399999999999977,0.3,0.2,1.0,132,108
M-N_7D4-5,Animal_1,Nose,Top_half,5,5,20.56,2.440000000000005,0.488000000000001,0.5600000000000023,0.6400000000000006,0.3,0.2,1.0,27,22
M-N_7E3-0,Animal_1,Nose,Chamber1,4,4,0.48,2.5999999999999917,0.6499999999999979,0.6000000000000002,1.1599999999999966,0.3,0.2,1.0,22,18
M-N_7E3-0,Animal_1,Nose,Chamber2,17,16,10.84,7.919999999999993,0.465882352941176,0.35999999999999943,0.9200000000000017,0.3,0.2,1.0,96,79
M-N_7E3-0,Animal_1,Nose,Chamber3,8,8,16.08,3.400000000000013,0.4250000000000016,0.46000000000000085,0.5600000000000023,0.3,0.2,1.0,41,33
M-N_7E3-0,Animal_1,Nose,Top_half,3,3,47.12,1.20000000000001,0.4000000000000033,0.4000000000000057,0.5200000000000031,0.3,0.2,1.0,17,14
M-N_7E3-5,Animal_1,Nose,Chamber1,7,7,5.68,2.719999999999989,0.388571428571427,0.35999999999999943,0.6800000000000068,0.3,0.2,1.0,30,23
M-N_7E3-5,Animal_1,Nose,Chamber2,23,16,8.0,12.200000000000001,0.5304347826086957,0.3999999999999915,1.6800000000000068,0.3,0.2,1.0,106,83
M-N_7E3-5,Animal_1,Nose,Chamber3,15,11,13.8,7.639999999999995,0.509333333333333,0.3999999999999986,1.2399999999999949,0.3,0.2,1.0,66,51
M-N_7E3-5,Animal_1,Nose,Top_half,2,2,46.72,0.7199999999999918,0.3599999999999959,0.3599999999999959,0.3999999999999915,0.3,0.2,1.0,10,8
M-N_7E4-0,Animal_1,Nose,Chamber1,13,10,0.0,13.400000000000034,1.0307692307692333,0.6400000000000006,6.079999999999998,0.3,0.2,1.0,76,63
M-N_7E4-0,Animal_1,Nose,Chamber2,20,15,9.28,14.40000000000002,0.720000000000001,0.4800000000000022,2.4400000000000013,0.3,0.2,1.0,122,102
M-N_7E4-0,Animal_1,Nose,Chamber3,11,10,15.96,7.480000000000011,0.680000000000001,0.3200000000000003,2.0800000000000054,0.3,0.2,1.0,54,43
M-N_7E4-0,Animal_1,Nose,Top_half,8,6,0.0,5.0400000000000205,0.6300000000000026,0.44000000000000483,1.7999999999999972,0.3,0.2,1.0,44,36
M-N_7E4-5,Animal_1,Nose,Chamber1,12,7,2.48,6.679999999999996,0.5566666666666663,0.3999999999999986,1.3599999999999994,0.3,0.2,1.0,41,29
M-N_7E4-5,Animal_1,Nose,Chamber2,13,12,6.52,6.999999999999983,0.5384615384615372,0.40000000000000036,1.0400000000000063,0.3,0.2,1.0,59,46
M-N_7E4-5,Animal_1,Nose,Chamber3,15,12,12.68,7.799999999999997,0.5199999999999998,0.360000000000003,1.2800000000000011,0.3,0.2,1.0,74,59
